Property                           Type     Read-only  Value
CONFIG.C_ADC_Dither30              string   true       true
CONFIG.C_ADC_Dither31              string   true       true
CONFIG.C_ADC_Dither32              string   true       true
CONFIG.C_ADC_Dither33              string   true       true
CONFIG.C_ADC_Mixer_Mode00          string   true       2
CONFIG.C_ADC_Mixer_Mode01          string   true       2
CONFIG.C_ADC_Mixer_Mode02          string   true       2
CONFIG.C_ADC_Mixer_Mode03          string   true       2
CONFIG.C_ADC_Mixer_Mode10          string   true       2
CONFIG.C_ADC_Mixer_Mode11          string   true       2
CONFIG.C_ADC_Mixer_Mode12          string   true       2
CONFIG.C_ADC_Mixer_Mode13          string   true       2
CONFIG.C_ADC_Mixer_Mode20          string   true       2
CONFIG.C_ADC_Mixer_Mode21          string   true       2
CONFIG.C_ADC_Mixer_Mode22          string   true       2
CONFIG.C_ADC_Mixer_Mode23          string   true       2
CONFIG.C_ADC_Mixer_Mode30          string   true       2
CONFIG.C_ADC_Mixer_Mode31          string   true       2
CONFIG.C_ADC_Mixer_Mode32          string   true       2
CONFIG.C_ADC_Mixer_Mode33          string   true       2
CONFIG.C_ADC_Mixer_Type00          string   true       1
CONFIG.C_ADC_Mixer_Type01          string   true       3
CONFIG.C_ADC_Mixer_Type02          string   true       3
CONFIG.C_ADC_Mixer_Type03          string   true       3
CONFIG.C_ADC_Mixer_Type10          string   true       1
CONFIG.C_ADC_Mixer_Type11          string   true       3
CONFIG.C_ADC_Mixer_Type12          string   true       3
CONFIG.C_ADC_Mixer_Type13          string   true       3
CONFIG.C_ADC_Mixer_Type20          string   true       1
CONFIG.C_ADC_Mixer_Type21          string   true       3
CONFIG.C_ADC_Mixer_Type22          string   true       3
CONFIG.C_ADC_Mixer_Type23          string   true       3
CONFIG.C_ADC_Mixer_Type30          string   true       1
CONFIG.C_ADC_Mixer_Type31          string   true       3
CONFIG.C_ADC_Mixer_Type32          string   true       3
CONFIG.C_ADC_Mixer_Type33          string   true       3
CONFIG.C_ADC_NCO_Freq00            string   true       0.0
CONFIG.C_ADC_NCO_Freq01            string   true       0.0
CONFIG.C_ADC_NCO_Freq02            string   true       0.0
CONFIG.C_ADC_NCO_Freq03            string   true       0.0
CONFIG.C_ADC_NCO_Freq10            string   true       0.0
CONFIG.C_ADC_NCO_Freq11            string   true       0.0
CONFIG.C_ADC_NCO_Freq12            string   true       0.0
CONFIG.C_ADC_NCO_Freq13            string   true       0.0
CONFIG.C_ADC_NCO_Freq20            string   true       0.0
CONFIG.C_ADC_NCO_Freq21            string   true       0.0
CONFIG.C_ADC_NCO_Freq22            string   true       0.0
CONFIG.C_ADC_NCO_Freq23            string   true       0.0
CONFIG.C_ADC_NCO_Freq30            string   true       0.0
CONFIG.C_ADC_NCO_Freq31            string   true       0.0
CONFIG.C_ADC_NCO_Freq32            string   true       0.0
CONFIG.C_ADC_NCO_Freq33            string   true       0.0
CONFIG.C_ADC_NCO_Phase00           string   true       0
CONFIG.C_ADC_NCO_Phase01           string   true       0
CONFIG.C_ADC_NCO_Phase02           string   true       0
CONFIG.C_ADC_NCO_Phase03           string   true       0
CONFIG.C_ADC_NCO_Phase10           string   true       0
CONFIG.C_ADC_NCO_Phase11           string   true       0
CONFIG.C_ADC_NCO_Phase12           string   true       0
CONFIG.C_ADC_NCO_Phase13           string   true       0
CONFIG.C_ADC_NCO_Phase20           string   true       0
CONFIG.C_ADC_NCO_Phase21           string   true       0
CONFIG.C_ADC_NCO_Phase22           string   true       0
CONFIG.C_ADC_NCO_Phase23           string   true       0
CONFIG.C_ADC_NCO_Phase30           string   true       0
CONFIG.C_ADC_NCO_Phase31           string   true       0
CONFIG.C_ADC_NCO_Phase32           string   true       0
CONFIG.C_ADC_NCO_Phase33           string   true       0
CONFIG.C_ADC_NCO_RTS               string   true       false
CONFIG.C_ADC_Neg_Quadrature00      string   true       false
CONFIG.C_ADC_Neg_Quadrature01      string   true       false
CONFIG.C_ADC_Neg_Quadrature02      string   true       false
CONFIG.C_ADC_Neg_Quadrature03      string   true       false
CONFIG.C_ADC_Neg_Quadrature10      string   true       false
CONFIG.C_ADC_Neg_Quadrature11      string   true       false
CONFIG.C_ADC_Neg_Quadrature12      string   true       false
CONFIG.C_ADC_Neg_Quadrature13      string   true       false
CONFIG.C_ADC_Neg_Quadrature20      string   true       false
CONFIG.C_ADC_Neg_Quadrature21      string   true       false
CONFIG.C_ADC_Neg_Quadrature22      string   true       false
CONFIG.C_ADC_Neg_Quadrature23      string   true       false
CONFIG.C_ADC_Neg_Quadrature30      string   true       false
CONFIG.C_ADC_Neg_Quadrature31      string   true       false
CONFIG.C_ADC_Neg_Quadrature32      string   true       false
CONFIG.C_ADC_Neg_Quadrature33      string   true       false
CONFIG.C_ADC_Nyquist00             string   true       0
CONFIG.C_ADC_Nyquist01             string   true       0
CONFIG.C_ADC_Nyquist02             string   true       0
CONFIG.C_ADC_Nyquist03             string   true       0
CONFIG.C_ADC_Nyquist10             string   true       0
CONFIG.C_ADC_Nyquist11             string   true       0
CONFIG.C_ADC_Nyquist12             string   true       0
CONFIG.C_ADC_Nyquist13             string   true       0
CONFIG.C_ADC_Nyquist20             string   true       0
CONFIG.C_ADC_Nyquist21             string   true       0
CONFIG.C_ADC_Nyquist22             string   true       0
CONFIG.C_ADC_Nyquist23             string   true       0
CONFIG.C_ADC_Nyquist30             string   true       0
CONFIG.C_ADC_Nyquist31             string   true       0
CONFIG.C_ADC_Nyquist32             string   true       0
CONFIG.C_ADC_Nyquist33             string   true       0
CONFIG.C_ADC_OBS00                 string   true       false
CONFIG.C_ADC_OBS01                 string   true       false
CONFIG.C_ADC_OBS02                 string   true       false
CONFIG.C_ADC_OBS03                 string   true       false
CONFIG.C_ADC_OBS10                 string   true       false
CONFIG.C_ADC_OBS11                 string   true       false
CONFIG.C_ADC_OBS12                 string   true       false
CONFIG.C_ADC_OBS13                 string   true       false
CONFIG.C_ADC_OBS20                 string   true       false
CONFIG.C_ADC_OBS21                 string   true       false
CONFIG.C_ADC_OBS22                 string   true       false
CONFIG.C_ADC_OBS23                 string   true       false
CONFIG.C_ADC_OBS30                 string   true       false
CONFIG.C_ADC_OBS31                 string   true       false
CONFIG.C_ADC_OBS32                 string   true       false
CONFIG.C_ADC_OBS33                 string   true       false
CONFIG.C_ADC_RESERVED_1_00         string   true       false
CONFIG.C_ADC_RESERVED_1_01         string   true       false
CONFIG.C_ADC_RESERVED_1_02         string   true       false
CONFIG.C_ADC_RESERVED_1_03         string   true       false
CONFIG.C_ADC_RESERVED_1_10         string   true       false
CONFIG.C_ADC_RESERVED_1_11         string   true       false
CONFIG.C_ADC_RESERVED_1_12         string   true       false
CONFIG.C_ADC_RESERVED_1_13         string   true       false
CONFIG.C_ADC_RESERVED_1_20         string   true       false
CONFIG.C_ADC_RESERVED_1_21         string   true       false
CONFIG.C_ADC_RESERVED_1_22         string   true       false
CONFIG.C_ADC_RESERVED_1_23         string   true       false
CONFIG.C_ADC_RESERVED_1_30         string   true       false
CONFIG.C_ADC_RESERVED_1_31         string   true       false
CONFIG.C_ADC_RESERVED_1_32         string   true       false
CONFIG.C_ADC_RESERVED_1_33         string   true       false
CONFIG.C_ADC_RTS                   string   true       false
CONFIG.C_ADC_Slice00_Enable        string   true       true
CONFIG.C_ADC_Slice01_Enable        string   true       false
CONFIG.C_ADC_Slice02_Enable        string   true       false
CONFIG.C_ADC_Slice03_Enable        string   true       false
CONFIG.C_ADC_Slice10_Enable        string   true       true
CONFIG.C_ADC_Slice11_Enable        string   true       false
CONFIG.C_ADC_Slice12_Enable        string   true       false
CONFIG.C_ADC_Slice13_Enable        string   true       false
CONFIG.C_ADC_Slice20_Enable        string   true       true
CONFIG.C_ADC_Slice21_Enable        string   true       false
CONFIG.C_ADC_Slice22_Enable        string   true       false
CONFIG.C_ADC_Slice23_Enable        string   true       false
CONFIG.C_ADC_Slice30_Enable        string   true       true
CONFIG.C_ADC_Slice31_Enable        string   true       false
CONFIG.C_ADC_Slice32_Enable        string   true       false
CONFIG.C_ADC_Slice33_Enable        string   true       false
CONFIG.C_ADC_TDD_RTS00             string   true       0
CONFIG.C_ADC_TDD_RTS01             string   true       0
CONFIG.C_ADC_TDD_RTS02             string   true       0
CONFIG.C_ADC_TDD_RTS03             string   true       0
CONFIG.C_ADC_TDD_RTS10             string   true       0
CONFIG.C_ADC_TDD_RTS11             string   true       0
CONFIG.C_ADC_TDD_RTS12             string   true       0
CONFIG.C_ADC_TDD_RTS13             string   true       0
CONFIG.C_ADC_TDD_RTS20             string   true       0
CONFIG.C_ADC_TDD_RTS21             string   true       0
CONFIG.C_ADC_TDD_RTS22             string   true       0
CONFIG.C_ADC_TDD_RTS23             string   true       0
CONFIG.C_ADC_TDD_RTS30             string   true       0
CONFIG.C_ADC_TDD_RTS31             string   true       0
CONFIG.C_ADC_TDD_RTS32             string   true       0
CONFIG.C_ADC_TDD_RTS33             string   true       0
CONFIG.C_AMS_Factory_Var           string   true       0
CONFIG.C_Analog_Detection          string   true       1
CONFIG.C_Auto_Calibration_Freeze   string   true       false
CONFIG.C_Axiclk_Freq               string   true       100.0
CONFIG.C_BASEADDR                  string   true       0xA0000000
CONFIG.C_COMPONENT_NAME            string   true       zcu216_base_usp_rf_data_converter_0_0
CONFIG.C_Calibration_Freeze        string   true       false
CONFIG.C_Calibration_Time          string   true       10
CONFIG.C_Clock_Forwarding          string   true       false
CONFIG.C_Converter_Setup           string   true       1
CONFIG.C_DAC0_Band                 string   true       0
CONFIG.C_DAC0_Clock_Dist           string   true       0
CONFIG.C_DAC0_Clock_Source         string   true       4
CONFIG.C_DAC0_Enable               string   true       0
CONFIG.C_DAC0_FBDIV                string   true       10
CONFIG.C_DAC0_Fabric_Freq          string   true       0.0
CONFIG.C_DAC0_Fs_Max               string   true       10.000
CONFIG.C_DAC0_Interpolation        string   true       0
CONFIG.C_DAC0_Multi_Tile_Sync      string   true       false
CONFIG.C_DAC0_OutDiv               string   true       2
CONFIG.C_DAC0_Outclk_Freq          string   true       50.000
CONFIG.C_DAC0_PLL_Enable           string   true       false
CONFIG.C_DAC0_Refclk_Div           string   true       1
CONFIG.C_DAC0_Refclk_Freq          string   true       6400.000
CONFIG.C_DAC0_Sampling_Rate        string   true       6.4
CONFIG.C_DAC0_Slices               string   true       4
CONFIG.C_DAC0_VOP                  string   true       20.0
CONFIG.C_DAC0_Vco                  string   true       8500.0
CONFIG.C_DAC1_Band                 string   true       0
CONFIG.C_DAC1_Clock_Dist           string   true       0
CONFIG.C_DAC1_Clock_Source         string   true       5
CONFIG.C_DAC1_Enable               string   true       0
CONFIG.C_DAC1_FBDIV                string   true       10
CONFIG.C_DAC1_Fabric_Freq          string   true       0.0
CONFIG.C_DAC1_Fs_Max               string   true       10.000
CONFIG.C_DAC1_Interpolation        string   true       0
CONFIG.C_DAC1_Multi_Tile_Sync      string   true       false
CONFIG.C_DAC1_OutDiv               string   true       2
CONFIG.C_DAC1_Outclk_Freq          string   true       50.000
CONFIG.C_DAC1_PLL_Enable           string   true       false
CONFIG.C_DAC1_Refclk_Div           string   true       1
CONFIG.C_DAC1_Refclk_Freq          string   true       6400.000
CONFIG.C_DAC1_Sampling_Rate        string   true       6.4
CONFIG.C_DAC1_Slices               string   true       4
CONFIG.C_DAC1_VOP                  string   true       20.0
CONFIG.C_DAC1_Vco                  string   true       8500.0
CONFIG.C_DAC2_Band                 string   true       0
CONFIG.C_DAC2_Clock_Dist           string   true       0
CONFIG.C_DAC2_Clock_Source         string   true       6
CONFIG.C_DAC2_Enable               string   true       0
CONFIG.C_DAC2_FBDIV                string   true       10
CONFIG.C_DAC2_Fabric_Freq          string   true       0.0
CONFIG.C_DAC2_Fs_Max               string   true       10.000
CONFIG.C_DAC2_Interpolation        string   true       0
CONFIG.C_DAC2_Multi_Tile_Sync      string   true       false
CONFIG.C_DAC2_OutDiv               string   true       2
CONFIG.C_DAC2_Outclk_Freq          string   true       50.000
CONFIG.C_DAC2_PLL_Enable           string   true       false
CONFIG.C_DAC2_Refclk_Div           string   true       1
CONFIG.C_DAC2_Refclk_Freq          string   true       6400.000
CONFIG.C_DAC2_Sampling_Rate        string   true       6.4
CONFIG.C_DAC2_Slices               string   true       4
CONFIG.C_DAC2_VOP                  string   true       20.0
CONFIG.C_DAC2_Vco                  string   true       8500.0
CONFIG.C_DAC3_Band                 string   true       0
CONFIG.C_DAC3_Clock_Dist           string   true       0
CONFIG.C_DAC3_Clock_Source         string   true       7
CONFIG.C_DAC3_Enable               string   true       0
CONFIG.C_DAC3_FBDIV                string   true       10
CONFIG.C_DAC3_Fabric_Freq          string   true       0.0
CONFIG.C_DAC3_Fs_Max               string   true       10.000
CONFIG.C_DAC3_Interpolation        string   true       0
CONFIG.C_DAC3_Multi_Tile_Sync      string   true       false
CONFIG.C_DAC3_OutDiv               string   true       2
CONFIG.C_DAC3_Outclk_Freq          string   true       50.000
CONFIG.C_DAC3_PLL_Enable           string   true       false
CONFIG.C_DAC3_Refclk_Div           string   true       1
CONFIG.C_DAC3_Refclk_Freq          string   true       6400.000
CONFIG.C_DAC3_Sampling_Rate        string   true       6.4
CONFIG.C_DAC3_Slices               string   true       4
CONFIG.C_DAC3_VOP                  string   true       20.0
CONFIG.C_DAC3_Vco                  string   true       8500.0
CONFIG.C_DAC_Coarse_Mixer_Freq00   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq01   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq02   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq03   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq10   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq11   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq12   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq13   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq20   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq21   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq22   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq23   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq30   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq31   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq32   string   true       0
CONFIG.C_DAC_Coarse_Mixer_Freq33   string   true       0
CONFIG.C_DAC_Data_Type00           string   true       0
CONFIG.C_DAC_Data_Type01           string   true       0
CONFIG.C_DAC_Data_Type02           string   true       0
CONFIG.C_DAC_Data_Type03           string   true       0
CONFIG.C_DAC_Data_Type10           string   true       0
CONFIG.C_DAC_Data_Type11           string   true       0
CONFIG.C_DAC_Data_Type12           string   true       0
CONFIG.C_DAC_Data_Type13           string   true       0
CONFIG.C_DAC_Data_Type20           string   true       0
CONFIG.C_DAC_Data_Type21           string   true       0
CONFIG.C_DAC_Data_Type22           string   true       0
CONFIG.C_DAC_Data_Type23           string   true       0
CONFIG.C_DAC_Data_Type30           string   true       0
CONFIG.C_DAC_Data_Type31           string   true       0
CONFIG.C_DAC_Data_Type32           string   true       0
CONFIG.C_DAC_Data_Type33           string   true       0
CONFIG.C_DAC_Data_Width00          string   true       16
CONFIG.C_DAC_Data_Width01          string   true       16
CONFIG.C_DAC_Data_Width02          string   true       16
CONFIG.C_DAC_Data_Width03          string   true       16
CONFIG.C_DAC_Data_Width10          string   true       16
CONFIG.C_DAC_Data_Width11          string   true       16
CONFIG.C_DAC_Data_Width12          string   true       16
CONFIG.C_DAC_Data_Width13          string   true       16
CONFIG.C_DAC_Data_Width20          string   true       16
CONFIG.C_DAC_Data_Width21          string   true       16
CONFIG.C_DAC_Data_Width22          string   true       16
CONFIG.C_DAC_Data_Width23          string   true       16
CONFIG.C_DAC_Data_Width30          string   true       16
CONFIG.C_DAC_Data_Width31          string   true       16
CONFIG.C_DAC_Data_Width32          string   true       16
CONFIG.C_DAC_Data_Width33          string   true       16
CONFIG.C_DAC_Debug                 string   true       false
CONFIG.C_DAC_Decoder_Mode00        string   true       0
CONFIG.C_DAC_Decoder_Mode01        string   true       0
CONFIG.C_DAC_Decoder_Mode02        string   true       0
CONFIG.C_DAC_Decoder_Mode03        string   true       0
CONFIG.C_DAC_Decoder_Mode10        string   true       0
CONFIG.C_DAC_Decoder_Mode11        string   true       0
CONFIG.C_DAC_Decoder_Mode12        string   true       0
CONFIG.C_DAC_Decoder_Mode13        string   true       0
CONFIG.C_DAC_Decoder_Mode20        string   true       0
CONFIG.C_DAC_Decoder_Mode21        string   true       0
CONFIG.C_DAC_Decoder_Mode22        string   true       0
CONFIG.C_DAC_Decoder_Mode23        string   true       0
CONFIG.C_DAC_Decoder_Mode30        string   true       0
CONFIG.C_DAC_Decoder_Mode31        string   true       0
CONFIG.C_DAC_Decoder_Mode32        string   true       0
CONFIG.C_DAC_Decoder_Mode33        string   true       0
CONFIG.C_DAC_Interpolation_Mode00  string   true       0
CONFIG.C_DAC_Interpolation_Mode01  string   true       0
CONFIG.C_DAC_Interpolation_Mode02  string   true       0
CONFIG.C_DAC_Interpolation_Mode03  string   true       0
CONFIG.C_DAC_Interpolation_Mode10  string   true       0
CONFIG.C_DAC_Interpolation_Mode11  string   true       0
CONFIG.C_DAC_Interpolation_Mode12  string   true       0
CONFIG.C_DAC_Interpolation_Mode13  string   true       0
CONFIG.C_DAC_Interpolation_Mode20  string   true       0
CONFIG.C_DAC_Interpolation_Mode21  string   true       0
CONFIG.C_DAC_Interpolation_Mode22  string   true       0
CONFIG.C_DAC_Interpolation_Mode23  string   true       0
CONFIG.C_DAC_Interpolation_Mode30  string   true       0
CONFIG.C_DAC_Interpolation_Mode31  string   true       0
CONFIG.C_DAC_Interpolation_Mode32  string   true       0
CONFIG.C_DAC_Interpolation_Mode33  string   true       0
CONFIG.C_DAC_Invsinc_Ctrl00        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl01        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl02        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl03        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl10        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl11        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl12        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl13        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl20        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl21        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl22        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl23        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl30        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl31        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl32        string   true       false
CONFIG.C_DAC_Invsinc_Ctrl33        string   true       false
CONFIG.C_DAC_Mixer_Mode00          string   true       2
CONFIG.C_DAC_Mixer_Mode01          string   true       2
CONFIG.C_DAC_Mixer_Mode02          string   true       2
CONFIG.C_DAC_Mixer_Mode03          string   true       2
CONFIG.C_DAC_Mixer_Mode10          string   true       2
CONFIG.C_DAC_Mixer_Mode11          string   true       2
CONFIG.C_DAC_Mixer_Mode12          string   true       2
CONFIG.C_DAC_Mixer_Mode13          string   true       2
CONFIG.C_DAC_Mixer_Mode20          string   true       2
CONFIG.C_DAC_Mixer_Mode21          string   true       2
CONFIG.C_DAC_Mixer_Mode22          string   true       2
CONFIG.C_DAC_Mixer_Mode23          string   true       2
CONFIG.C_DAC_Mixer_Mode30          string   true       2
CONFIG.C_DAC_Mixer_Mode31          string   true       2
CONFIG.C_DAC_Mixer_Mode32          string   true       2
CONFIG.C_DAC_Mixer_Mode33          string   true       2
CONFIG.C_DAC_Mixer_Type00          string   true       3
CONFIG.C_DAC_Mixer_Type01          string   true       3
CONFIG.C_DAC_Mixer_Type02          string   true       3
CONFIG.C_DAC_Mixer_Type03          string   true       3
CONFIG.C_DAC_Mixer_Type10          string   true       3
CONFIG.C_DAC_Mixer_Type11          string   true       3
CONFIG.C_DAC_Mixer_Type12          string   true       3
CONFIG.C_DAC_Mixer_Type13          string   true       3
CONFIG.C_DAC_Mixer_Type20          string   true       3
CONFIG.C_DAC_Mixer_Type21          string   true       3
CONFIG.C_DAC_Mixer_Type22          string   true       3
CONFIG.C_DAC_Mixer_Type23          string   true       3
CONFIG.C_DAC_Mixer_Type30          string   true       3
CONFIG.C_DAC_Mixer_Type31          string   true       3
CONFIG.C_DAC_Mixer_Type32          string   true       3
CONFIG.C_DAC_Mixer_Type33          string   true       3
CONFIG.C_DAC_Mode00                string   true       0
CONFIG.C_DAC_Mode01                string   true       0
CONFIG.C_DAC_Mode02                string   true       0
CONFIG.C_DAC_Mode03                string   true       0
CONFIG.C_DAC_Mode10                string   true       0
CONFIG.C_DAC_Mode11                string   true       0
CONFIG.C_DAC_Mode12                string   true       0
CONFIG.C_DAC_Mode13                string   true       0
CONFIG.C_DAC_Mode20                string   true       0
CONFIG.C_DAC_Mode21                string   true       0
CONFIG.C_DAC_Mode22                string   true       0
CONFIG.C_DAC_Mode23                string   true       0
CONFIG.C_DAC_Mode30                string   true       0
CONFIG.C_DAC_Mode31                string   true       0
CONFIG.C_DAC_Mode32                string   true       0
CONFIG.C_DAC_Mode33                string   true       0
CONFIG.C_DAC_NCO_Freq00            string   true       0.0
CONFIG.C_DAC_NCO_Freq01            string   true       0.0
CONFIG.C_DAC_NCO_Freq02            string   true       0.0
CONFIG.C_DAC_NCO_Freq03            string   true       0.0
CONFIG.C_DAC_NCO_Freq10            string   true       0.0
CONFIG.C_DAC_NCO_Freq11            string   true       0.0
CONFIG.C_DAC_NCO_Freq12            string   true       0.0
CONFIG.C_DAC_NCO_Freq13            string   true       0.0
CONFIG.C_DAC_NCO_Freq20            string   true       0.0
CONFIG.C_DAC_NCO_Freq21            string   true       0.0
CONFIG.C_DAC_NCO_Freq22            string   true       0.0
CONFIG.C_DAC_NCO_Freq23            string   true       0.0
CONFIG.C_DAC_NCO_Freq30            string   true       0.0
CONFIG.C_DAC_NCO_Freq31            string   true       0.0
CONFIG.C_DAC_NCO_Freq32            string   true       0.0
CONFIG.C_DAC_NCO_Freq33            string   true       0.0
CONFIG.C_DAC_NCO_Phase00           string   true       0
CONFIG.C_DAC_NCO_Phase01           string   true       0
CONFIG.C_DAC_NCO_Phase02           string   true       0
CONFIG.C_DAC_NCO_Phase03           string   true       0
CONFIG.C_DAC_NCO_Phase10           string   true       0
CONFIG.C_DAC_NCO_Phase11           string   true       0
CONFIG.C_DAC_NCO_Phase12           string   true       0
CONFIG.C_DAC_NCO_Phase13           string   true       0
CONFIG.C_DAC_NCO_Phase20           string   true       0
CONFIG.C_DAC_NCO_Phase21           string   true       0
CONFIG.C_DAC_NCO_Phase22           string   true       0
CONFIG.C_DAC_NCO_Phase23           string   true       0
CONFIG.C_DAC_NCO_Phase30           string   true       0
CONFIG.C_DAC_NCO_Phase31           string   true       0
CONFIG.C_DAC_NCO_Phase32           string   true       0
CONFIG.C_DAC_NCO_Phase33           string   true       0
CONFIG.C_DAC_NCO_RTS               string   true       false
CONFIG.C_DAC_Neg_Quadrature00      string   true       false
CONFIG.C_DAC_Neg_Quadrature01      string   true       false
CONFIG.C_DAC_Neg_Quadrature02      string   true       false
CONFIG.C_DAC_Neg_Quadrature03      string   true       false
CONFIG.C_DAC_Neg_Quadrature10      string   true       false
CONFIG.C_DAC_Neg_Quadrature11      string   true       false
CONFIG.C_DAC_Neg_Quadrature12      string   true       false
CONFIG.C_DAC_Neg_Quadrature13      string   true       false
CONFIG.C_DAC_Neg_Quadrature20      string   true       false
CONFIG.C_DAC_Neg_Quadrature21      string   true       false
CONFIG.C_DAC_Neg_Quadrature22      string   true       false
CONFIG.C_DAC_Neg_Quadrature23      string   true       false
CONFIG.C_DAC_Neg_Quadrature30      string   true       false
CONFIG.C_DAC_Neg_Quadrature31      string   true       false
CONFIG.C_DAC_Neg_Quadrature32      string   true       false
CONFIG.C_DAC_Neg_Quadrature33      string   true       false
CONFIG.C_DAC_Nyquist00             string   true       0
CONFIG.C_DAC_Nyquist01             string   true       0
CONFIG.C_DAC_Nyquist02             string   true       0
CONFIG.C_DAC_Nyquist03             string   true       0
CONFIG.C_DAC_Nyquist10             string   true       0
CONFIG.C_DAC_Nyquist11             string   true       0
CONFIG.C_DAC_Nyquist12             string   true       0
CONFIG.C_DAC_Nyquist13             string   true       0
CONFIG.C_DAC_Nyquist20             string   true       0
CONFIG.C_DAC_Nyquist21             string   true       0
CONFIG.C_DAC_Nyquist22             string   true       0
CONFIG.C_DAC_Nyquist23             string   true       0
CONFIG.C_DAC_Nyquist30             string   true       0
CONFIG.C_DAC_Nyquist31             string   true       0
CONFIG.C_DAC_Nyquist32             string   true       0
CONFIG.C_DAC_Nyquist33             string   true       0
CONFIG.C_DAC_Output_Current        string   true       0
CONFIG.C_DAC_RESERVED_1_00         string   true       false
CONFIG.C_DAC_RESERVED_1_01         string   true       false
CONFIG.C_DAC_RESERVED_1_02         string   true       false
CONFIG.C_DAC_RESERVED_1_03         string   true       false
CONFIG.C_DAC_RESERVED_1_10         string   true       false
CONFIG.C_DAC_RESERVED_1_11         string   true       false
CONFIG.C_DAC_RESERVED_1_12         string   true       false
CONFIG.C_DAC_RESERVED_1_13         string   true       false
CONFIG.C_DAC_RESERVED_1_20         string   true       false
CONFIG.C_DAC_RESERVED_1_21         string   true       false
CONFIG.C_DAC_RESERVED_1_22         string   true       false
CONFIG.C_DAC_RESERVED_1_23         string   true       false
CONFIG.C_DAC_RESERVED_1_30         string   true       false
CONFIG.C_DAC_RESERVED_1_31         string   true       false
CONFIG.C_DAC_RESERVED_1_32         string   true       false
CONFIG.C_DAC_RESERVED_1_33         string   true       false
CONFIG.C_DAC_RTS                   string   true       false
CONFIG.C_DAC_Slice00_Enable        string   true       false
CONFIG.C_DAC_Slice01_Enable        string   true       false
CONFIG.C_DAC_Slice02_Enable        string   true       false
CONFIG.C_DAC_Slice03_Enable        string   true       false
CONFIG.C_DAC_Slice10_Enable        string   true       false
CONFIG.C_DAC_Slice11_Enable        string   true       false
CONFIG.C_DAC_Slice12_Enable        string   true       false
CONFIG.C_DAC_Slice13_Enable        string   true       false
CONFIG.C_DAC_Slice20_Enable        string   true       false
CONFIG.C_DAC_Slice21_Enable        string   true       false
CONFIG.C_DAC_Slice22_Enable        string   true       false
CONFIG.C_DAC_Slice23_Enable        string   true       false
CONFIG.C_DAC_Slice30_Enable        string   true       false
CONFIG.C_DAC_Slice31_Enable        string   true       false
CONFIG.C_DAC_Slice32_Enable        string   true       false
CONFIG.C_DAC_Slice33_Enable        string   true       false
CONFIG.C_DAC_TDD_RTS00             string   true       0
CONFIG.C_DAC_TDD_RTS01             string   true       0
CONFIG.C_DAC_TDD_RTS02             string   true       0
CONFIG.C_DAC_TDD_RTS03             string   true       0
CONFIG.C_DAC_TDD_RTS10             string   true       0
CONFIG.C_DAC_TDD_RTS11             string   true       0
CONFIG.C_DAC_TDD_RTS12             string   true       0
CONFIG.C_DAC_TDD_RTS13             string   true       0
CONFIG.C_DAC_TDD_RTS20             string   true       0
CONFIG.C_DAC_TDD_RTS21             string   true       0
CONFIG.C_DAC_TDD_RTS22             string   true       0
CONFIG.C_DAC_TDD_RTS23             string   true       0
CONFIG.C_DAC_TDD_RTS30             string   true       0
CONFIG.C_DAC_TDD_RTS31             string   true       0
CONFIG.C_DAC_TDD_RTS32             string   true       0
CONFIG.C_DAC_TDD_RTS33             string   true       0
CONFIG.C_DAC_VOP_Mode              string   true       1
CONFIG.C_DAC_VOP_RTS               string   true       false
CONFIG.C_HIGHADDR                  string   true       0xA003FFFF
CONFIG.C_High_Speed_ADC            string   true       0
CONFIG.C_IP_Type                   string   true       2
CONFIG.C_PL_Clock_Freq             string   true       100.0
